iter	Passed	Remaining
2556	121545	353798
2557	121599	353769
2558	121651	353735
2559	121700	353691
2560	121749	353649
2561	121802	353615
2562	121849	353568
2563	121901	353534
2564	121947	353480
2565	121996	353437
2566	122047	353399
2567	122100	353369
2568	122152	353333
2569	122201	353290
2570	122247	353239
2571	122299	353204
2572	122347	353159
2573	122395	353110
2574	122442	353063
2575	122491	353018
2576	122549	353000
2577	122596	352951
2578	122650	352923
2579	122710	352911
2580	122759	352867
2581	122809	352828
2582	122854	352771
2583	122916	352767
2584	122971	352739
2585	123021	352699
2586	123067	352647
2587	123116	352604
2588	123161	352549
2589	123219	352531
2590	123265	352480
2591	123315	352438
2592	123364	352394
2593	123419	352368
2594	123465	352316
2595	123514	352273
2596	123561	352224
2597	123610	352181
2598	123664	352150
2599	123712	352106
2600	123768	352081
2601	123816	352033
2602	123860	351977
2603	123907	351929
2604	123957	351886
2605	124006	351842
2606	124054	351797
2607	124099	351742
2608	124146	351694
2609	124198	351658
2610	124253	351631
2611	124310	351609
2612	124357	351560
2613	124405	351515
2614	124453	351468
2615	124510	351447
2616	124569	351430
2617	124617	351386
2618	124675	351365
2619	124731	351344
2620	124790	351328
2621	124844	351296
2622	124888	351239
2623	124936	351192
2624	125005	351207
2625	125055	351165
2626	125114	351150
2627	125167	351115
2628	125227	351103
2629	125275	351056
2630	125325	351016
2631	125397	351036
2632	125449	351002
2633	125498	350958
2634	125550	350920
2635	125601	350882
2636	125652	350846
2637	125705	350813
2638	125765	350799
2639	125815	350757
2640	125862	350707
2641	125922	350694
2642	125981	350678
2643	126029	350632
2644	126079	350591
2645	126130	350554
2646	126179	350509
2647	126231	350473
2648	126280	350430
2649	126331	350392
2650	126380	350347
2651	126442	350338
2652	126502	350325
2653	126551	350280
2654	126605	350251
2655	126651	350197
2656	126698	350150
2657	126746	350102
2658	126794	350056
2659	126849	350028
2660	126905	350002
2661	126951	349952
2662	127000	349907
2663	127048	349861
2664	127096	349814
2665	127141	349757
2666	127202	349746
2667	127258	349721
2668	127308	349679
2669	127368	349668
2670	127414	349615
2671	127463	349571
2672	127514	349531
2673	127563	349487
2674	127613	349447
2675	127668	349419
2676	127718	349376
2677	127765	349328
2678	127814	349283
2679	127862	349236
2680	127911	349192
2681	127957	349139
2682	128004	349091
2683	128049	349034
2684	128102	349002
2685	128150	348954
2686	128195	348898
2687	128251	348873
2688	128298	348824
2689	128345	348774
2690	128390	348720
2691	128437	348671
2692	128494	348648
2693	128543	348603
2694	128592	348558
2695	128651	348543
2696	128701	348500
2697	128750	348456
2698	128799	348413
2699	128843	348355
2700	128889	348302
2701	128935	348250
2702	128990	348221
2703	129055	348221
2704	129103	348173
2705	129151	348127
2706	129199	348079
2707	129247	348033
2708	129302	348005
2709	129352	347962
2710	129396	347905
2711	129443	347854
2712	129491	347809
2713	129543	347772
2714	129590	347723
2715	129637	347672
2716	129685	347624
2717	129739	347594
2718	129787	347547
2719	129842	347520
2720	129887	347463
2721	129930	347403
2722	129977	347354
2723	130023	347303
2724	130069	347250
2725	130114	347194
2726	130160	347141
2727	130208	347095
2728	130264	347069
2729	130312	347021
2730	130361	346978
2731	130419	346956
2732	130466	346908
2733	130516	346866
2734	130566	346824
2735	130614	346777
2736	130670	346751
2737	130724	346721
2738	130771	346671
2739	130821	346628
2740	130877	346604
2741	130930	346568
2742	130977	346519
2743	131033	346492
2744	131080	346443
2745	131125	346389
2746	131173	346340
2747	131222	346296
2748	131269	346248
2749	131335	346248
2750	131385	346207
2751	131428	346146
2752	131473	346092
2753	131532	346073
2754	131580	346026
2755	131637	346001
2756	131679	345940
2757	131728	345893
2758	131785	345871
2759	131832	345820
2760	131880	345774
2761	131925	345718
2762	131974	345673
2763	132023	345630
2764	132080	345606
2765	132127	345557
2766	132175	345510
2767	132223	345462
2768	132272	345418
2769	132321	345373
2770	132371	345331
2771	132417	345279
2772	132467	345236
2773	132514	345186
2774	132564	345144
2775	132611	345096
2776	132659	345048
2777	132706	344998
2778	132755	344953
2779	132802	344903
2780	132851	344858
2781	132903	344821
2782	132949	344769
2783	132996	344720
2784	133043	344671
2785	133091	344623
2786	133138	344574
2787	133192	344542
2788	133251	344523
2789	133302	344483
2790	133350	344437
2791	133397	344386
2792	133445	344340
2793	133495	344296
2794	133543	344250
2795	133590	344200
2796	133637	344151
2797	133687	344107
2798	133744	344086
2799	133791	344035
2800	133847	344009
2801	133896	343963
2802	133943	343914
2803	134007	343908
2804	134054	343857
2805	134118	343850
2806	134174	343824
2807	134221	343776
2808	134287	343774
2809	134339	343736
2810	134385	343685
2811	134442	343659
2812	134499	343635
2813	134548	343591
2814	134603	343562
2815	134660	343537
2816	134705	343482
2817	134762	343457
2818	134824	343446
2819	134867	343387
2820	134915	343338
2821	134961	343285
2822	135009	343238
2823	135062	343204
2824	135106	343146
2825	135153	343097
2826	135201	343048
2827	135247	342998
2828	135296	342951
2829	135345	342907
2830	135400	342877
2831	135449	342832
2832	135501	342795
2833	135558	342770
2834	135607	342726
2835	135665	342702
2836	135719	342671
2837	135766	342622
2838	135814	342573
2839	135859	342520
2840	135907	342472
2841	135952	342415
2842	135997	342362
2843	136045	342313
2844	136093	342267
2845	136140	342216
2846	136185	342161
2847	136242	342137
2848	136308	342134
2849	136356	342087
2850	136402	342034
2851	136448	341981
2852	136504	341953
2853	136554	341912
2854	136601	341861
2855	136648	341811
2856	136696	341765
2857	136743	341716
2858	136792	341670
2859	136844	341633
2860	136895	341591
2861	136948	341556
2862	136998	341514
2863	137054	341488
2864	137103	341443
2865	137155	341405
2866	137204	341360
2867	137252	341312
2868	137305	341278
2869	137358	341241
2870	137418	341223
2871	137465	341175
2872	137519	341142
2873	137566	341091
2874	137613	341041
2875	137657	340985
2876	137703	340932
2877	137749	340880
2878	137799	340836
2879	137856	340811
2880	137905	340766
2881	137956	340725
2882	138007	340685
2883	138055	340639
2884	138121	340637
2885	138171	340593
2886	138221	340549
2887	138273	340511
2888	138320	340462
2889	138373	340428
2890	138421	340380
2891	138482	340363
2892	138544	340350
2893	138591	340301
2894	138648	340274
2895	138698	340232
2896	138756	340210
2897	138802	340157
2898	138847	340101
2899	138893	340050
2900	138949	340021
2901	138994	339967
2902	139043	339921
2903	139095	339884
2904	139157	339869
2905	139200	339810
2906	139253	339773
2907	139306	339739
2908	139361	339708
2909	139412	339669
2910	139456	339611
2911	139504	339563
2912	139550	339510
2913	139594	339454
2914	139641	339402
2915	139697	339374
2916	139748	339333
2917	139795	339283
2918	139843	339236
2919	139901	339213
2920	139952	339171
2921	139998	339120
2922	140048	339077
2923	140090	339016
2924	140136	338961
2925	140183	338911
2926	140241	338889
2927	140291	338846
2928	140346	338815
2929	140408	338800
2930	140466	338778
2931	140515	338732
2932	140563	338685
2933	140619	338655
2934	140668	338611
2935	140717	338564
2936	140771	338532
2937	140819	338485
2938	140868	338439
2939	140914	338387
2940	140969	338356
2941	141017	338306
2942	141064	338257
2943	141114	338214
2944	141160	338161
2945	141218	338138
2946	141264	338084
2947	141312	338036
2948	141360	337990
2949	141407	337940
2950	141456	337893
2951	141504	337847
2952	141554	337803
2953	141611	337778
2954	141660	337733
2955	141708	337684
2956	141757	337638
2957	141806	337593
2958	141862	337564
2959	141911	337519
2960	141961	337475
2961	142004	337416
2962	142052	337368
2963	142099	337318
2964	142148	337272
2965	142196	337224
2966	142241	337171
2967	142299	337145
2968	142349	337102
2969	142397	337054
2970	142443	337002
2971	142490	336952
2972	142545	336920
2973	142592	336871
2974	142641	336824
2975	142688	336774
2976	142731	336717
2977	142780	336671
2978	142829	336625
2979	142877	336576
2980	142936	336554
2981	142987	336513
2982	143034	336463
2983	143080	336411
2984	143133	336374
2985	143201	336374
2986	143260	336353
2987	143307	336303
2988	143361	336268
2989	143417	336240
2990	143477	336219
2991	143533	336191
2992	143581	336141
2993	143630	336097
2994	143680	336054
2995	143727	336003
2996	143781	335969
2997	143830	335924
2998	143879	335879
2999	143927	335829
3000	143974	335780
3001	144030	335752
3002	144088	335726
3003	144139	335684
3004	144194	335653
3005	144257	335641
3006	144314	335613
3007	144363	335568
3008	144415	335530
3009	144469	335496
3010	144545	335511
3011	144600	335480
3012	144651	335438
3013	144701	335396
3014	144754	335358
3015	144807	335323
3016	144859	335285
3017	144914	335253
3018	144969	335222
3019	145023	335186
3020	145076	335151
3021	145128	335110
3022	145184	335082
3023	145234	335038
3024	145283	334992
3025	145343	334971
3026	145407	334959
3027	145484	334979
3028	145549	334970
3029	145600	334929
3030	145649	334882
3031	145696	334832
3032	145744	334785
3033	145793	334738
3034	145841	334690
3035	145888	334640
3036	145937	334593
3037	145984	334542
3038	146044	334523
3039	146105	334505
3040	146157	334464
3041	146208	334424
3042	146256	334375
3043	146303	334326
3044	146347	334268
3045	146396	334222
3046	146446	334178
3047	146496	334134
3048	146545	334089
3049	146613	334085
3050	146666	334049
3051	146721	334017
3052	146774	333981
3053	146825	333939
3054	146878	333901
3055	146929	333861
3056	146981	333822
3057	147037	333791
3058	147104	333786
3059	147165	333768
3060	147218	333731
3061	147279	333712
3062	147331	333673
3063	147384	333635
3064	147436	333596
3065	147490	333560
3066	147536	333507
3067	147597	333488
3068	147695	333554
3069	147770	333565
3070	147824	333532
3071	147881	333503
3072	147932	333461
3073	147979	333410
3074	148026	333360
3075	148073	333310
3076	148124	333268
3077	148195	333271
3078	148251	333241
3079	148311	333220
3080	148366	333185
3081	148418	333146
3082	148477	333123
3083	148539	333106
3084	148603	333092
3085	148672	333091
3086	148742	333092
3087	148795	333055
3088	148836	332991
3089	148875	332921
3090	148914	332853
3091	148955	332789
3092	149007	332750
3093	149048	332686
3094	149089	332621
3095	149126	332549
3096	149166	332480
3097	149213	332430
3098	149250	332359
3099	149288	332288
3100	149327	332219
3101	149367	332152
3102	149406	332083
3103	149451	332028
3104	149493	331966
3105	149537	331910
3106	149640	331982
3107	149707	331976
3108	149761	331942
3109	149805	331883
3110	149841	331809
3111	149878	331736
3112	149929	331695
3113	149968	331625
3114	150003	331548
3115	150040	331475
3116	150076	331399
3117	150115	331333
3118	150152	331260
3119	150195	331199
3120	150235	331134
3121	150275	331069
3122	150314	331000
3123	150353	330932
3124	150390	330858
3125	150438	330810
3126	150479	330747
3127	150525	330693
3128	150581	330662
3129	150624	330603
3130	150669	330549
3131	150714	330494
3132	150757	330435
3133	150798	330371
3134	150837	330302
3135	150873	330229
3136	150910	330155
3137	150948	330084
3138	150987	330017
3139	151025	329946
3140	151063	329877
3141	151106	329817
3142	151150	329762
3143	151196	329708
3144	151239	329649
3145	151281	329588
3146	151323	329525
3147	151367	329469
3148	151411	329411
3149	151458	329361
3150	151515	329333
3151	151556	329270
3152	151592	329195
3153	151637	329141
3154	151679	329080
3155	151745	329070
3156	151786	329007
3157	151828	328945
3158	151866	328876
3159	151908	328813
3160	151950	328754
3161	151987	328680
3162	152023	328606
3163	152059	328532
3164	152093	328455
3165	152130	328383
3166	152168	328313
3167	152209	328248
3168	152248	328181
3169	152290	328120
3170	152331	328057
3171	152375	328001
3172	152416	327937
3173	152462	327886
3174	152499	327812
3175	152535	327740
3176	152572	327667
3177	152608	327594
3178	152642	327516
3179	152678	327441
3180	152714	327369
3181	152767	327332
3182	152814	327280
3183	152856	327220
3184	152902	327167
3185	152939	327096
3186	152978	327028
3187	153017	326961
3188	153060	326903
3189	153114	326869
3190	153162	326819
3191	153204	326758
3192	153239	326683
3193	153277	326614
3194	153314	326543
3195	153352	326473
3196	153407	326439
3197	153450	326381
3198	153488	326313
3199	153528	326248
3200	153568	326183
3201	153606	326114
3202	153644	326045
3203	153683	325977
3204	153721	325908
3205	153758	325838
3206	153794	325764
3207	153831	325692
3208	153872	325630
3209	153911	325563
3210	153950	325496
3211	153987	325425
3212	154024	325354
3213	154061	325283
3214	154099	325214
3215	154137	325145
3216	154182	325092
3217	154234	325053
3218	154277	324994
3219	154321	324938
3220	154362	324875
3221	154401	324808
3222	154442	324745
3223	154482	324681
3224	154524	324620
3225	154567	324563
3226	154610	324504
3227	154654	324448
3228	154693	324381
3229	154730	324310
3230	154769	324244
3231	154832	324228
3232	154891	324203
3233	154955	324190
3234	154997	324129
3235	155036	324062
3236	155077	324000
3237	155125	323952
3238	155166	323889
3239	155206	323826
3240	155243	323756
3241	155279	323682
3242	155327	323635
3243	155366	323569
3244	155404	323499
3245	155443	323434
3246	155484	323371
3247	155527	323313
3248	155575	323265
3249	155622	323216
3250	155668	323164
3251	155710	323105
3252	155748	323036
3253	155796	322987
3254	155842	322935
3255	155888	322884
3256	155951	322868
3257	155993	322807
3258	156034	322745
3259	156082	322698
3260	156139	322669
3261	156196	322640
3262	156249	322602
3263	156307	322576
3264	156363	322543
3265	156406	322486
3266	156454	322439
3267	156500	322387
3268	156557	322357
3269	156614	322328
3270	156663	322284
3271	156722	322257
3272	156769	322209
3273	156819	322164
3274	156866	322115
3275	156916	322071
3276	156966	322027
3277	157015	321982
3278	157062	321932
3279	157124	321913
3280	157208	321939
3281	157260	321900
3282	157308	321852
3283	157380	321853
3284	157438	321825
3285	157500	321806
3286	157555	321772
3287	157600	321719
3288	157648	321672
3289	157702	321636
3290	157768	321624
3291	157821	321586
3292	157900	321603
3293	157949	321557
3294	157998	321511
3295	158044	321459
3296	158100	321428
3297	158155	321393
3298	158209	321359
3299	158259	321314
3300	158307	321267
3301	158352	321213
3302	158399	321163
3303	158447	321114
3304	158499	321074
3305	158556	321046
3306	158646	321082
3307	158704	321054
3308	158750	321002
3309	158807	320973
3310	158872	320960
3311	158938	320947
3312	158987	320902
3313	159040	320865
3314	159099	320837
3315	159165	320827
3316	159231	320815
3317	159288	320785
3318	159345	320755
3319	159403	320726
3320	159470	320718
3321	159525	320684
3322	159574	320637
3323	159624	320594
3324	159673	320547
3325	159720	320498
3326	159768	320448
3327	159826	320421
3328	159887	320400
3329	159948	320377
3330	159998	320333
3331	160048	320288
3332	160109	320266
3333	160170	320245
3334	160227	320214
3335	160286	320187
3336	160346	320163
3337	160403	320134
3338	160451	320086
3339	160508	320054
3340	160568	320032
3341	160630	320011
3342	160696	319999
3343	160744	319951
3344	160804	319926
3345	160866	319906
3346	160929	319887
3347	160981	319846
3348	161034	319808
3349	161095	319785
3350	161165	319782
3351	161223	319753
3352	161273	319708
3353	161330	319678
3354	161391	319656
3355	161451	319630
3356	161533	319650
3357	161596	319632
3358	161653	319601
3359	161706	319562
3360	161786	319577
3361	161846	319552
3362	161908	319531
3363	161977	319525
3364	162037	319501
3365	162094	319470
3366	162158	319452
3367	162256	319503
3368	162314	319473
3369	162359	319420
3370	162405	319367
3371	162465	319341
3372	162514	319294
3373	162568	319258
3374	162621	319219
3375	162677	319186
3376	162746	319180
3377	162808	319159
3378	162871	319139
3379	162922	319095
3380	162975	319057
3381	163039	319039
3382	163105	319026
3383	163159	318991
3384	163218	318963
3385	163278	318937
3386	163343	318922
3387	163401	318893
3388	163459	318864
3389	163523	318847
3390	163588	318830
3391	163671	318850
3392	163727	318818
3393	163774	318766
3394	163828	318729
3395	163886	318699
3396	163942	318667
3397	163991	318620
3398	164037	318568
3399	164092	318531
3400	164152	318506
3401	164215	318486
3402	164271	318454
3403	164320	318407
3404	164380	318381
3405	164453	318380
3406	164518	318364
3407	164570	318324
3408	164618	318274
3409	164692	318277
3410	164760	318265
3411	164829	318257
3412	164885	318223
3413	164940	318189
3414	164999	318160
3415	165059	318136
3416	165115	318102
3417	165173	318072
3418	165231	318042
3419	165291	318017
3420	165353	317995
3421	165410	317963
3422	165463	317924
3423	165523	317897
3424	165584	317874
3425	165644	317848
3426	165703	317819
3427	165773	317812
3428	165834	317789
3429	165893	317761
3430	165979	317785
3431	166040	317760
3432	166099	317731
3433	166167	317722
3434	166228	317697
3435	166283	317661
3436	166333	317615
3437	166383	317571
3438	166441	317539
3439	166488	317488
3440	166545	317457
3441	166594	317409
3442	166643	317364
3443	166699	317330
3444	166756	317297
3445	166815	317268
3446	166870	317232
3447	166918	317183
3448	166965	317133
3449	167024	317104
3450	167080	317071
3451	167124	317014
3452	167182	316982
3453	167231	316936
3454	167286	316899
3455	167332	316847
3456	167380	316798
3457	167448	316785
3458	167495	316735
3459	167557	316711
3460	167617	316686
3461	167665	316636
3462	167714	316588
3463	167791	316595
3464	167860	316584
3465	167921	316560
3466	167970	316513
3467	168020	316466
3468	168069	316420
3469	168124	316383
3470	168168	316327
3471	168216	316277
3472	168262	316224
3473	168313	316180
3474	168367	316143
3475	168423	316109
3476	168472	316061
3477	168522	316015
3478	168571	315968
3479	168622	315924
3480	168672	315879
3481	168724	315837
3482	168799	315839
3483	168876	315843
3484	168927	315800
3485	168975	315751
3486	169030	315713
3487	169089	315684
3488	169165	315688
3489	169221	315653
3490	169273	315612
3491	169330	315579
3492	169392	315556
3493	169454	315532
3494	169503	315484
3495	169556	315444
3496	169612	315410
3497	169673	315384
3498	169730	315351
3499	169778	315302
3500	169830	315260
3501	169885	315224
3502	169945	315197
3503	169997	315155
3504	170047	315109
3505	170097	315064
3506	170160	315042
3507	170215	315006
3508	170270	314969
3509	170317	314917
3510	170368	314872
3511	170427	314843
3512	170482	314807
3513	170535	314767
3514	170580	314713
3515	170635	314675
3516	170685	314630
3517	170740	314594
3518	170793	314553
3519	170839	314499
3520	170885	314446
3521	170940	314410
3522	171012	314404
3523	171078	314387
3524	171130	314346
3525	171181	314302
3526	171247	314286
3527	171304	314252
3528	171374	314243
3529	171419	314188
3530	171462	314128
3531	171503	314067
3532	171547	314010
3533	171589	313948
3534	171638	313902
3535	171680	313842
3536	171724	313784
3537	171767	313725
3538	171808	313663
3539	171858	313616
3540	171901	313558
3541	171959	313528
3542	172009	313480
3543	172049	313418
3544	172090	313356
3545	172133	313296
3546	172174	313235
3547	172216	313174
3548	172257	313111
3549	172299	313050
3550	172349	313005
3551	172393	312948
3552	172451	312917
3553	172494	312858
3554	172539	312804
3555	172582	312745
3556	172627	312689
3557	172671	312632
3558	172712	312572
3559	172756	312514
3560	172812	312480
3561	172857	312425
3562	172903	312371
3563	172948	312317
3564	172998	312270
3565	173045	312219
3566	173093	312170
3567	173157	312149
3568	173217	312120
3569	173290	312117
3570	173386	312153
3571	173437	312109
3572	173486	312061
3573	173535	312014
3574	173584	311966
3575	173631	311916
3576	173691	311886
3577	173741	311840
3578	173795	311803
3579	173843	311753
3580	173895	311710
3581	173944	311663
3582	173993	311615
3583	174049	311579
3584	174123	311576
3585	174175	311534
3586	174224	311485
3587	174270	311432
3588	174319	311385
3589	174370	311340
3590	174431	311314
3591	174480	311266
3592	174528	311217
3593	174587	311187
3594	174635	311138
3595	174686	311093
3596	174736	311048
3597	174795	311017
3598	174847	310975
3599	174899	310932
3600	174955	310896
3601	175017	310872
3602	175064	310821
3603	175127	310797
3604	175176	310749
3605	175233	310716
3606	175290	310683
3607	175336	310630
3608	175387	310585
3609	175437	310538
3610	175490	310497
3611	175539	310449
3612	175596	310417
3613	175671	310414
3614	175721	310367
3615	175798	310370
3616	175856	310337
3617	175909	310296
3618	175970	310270
3619	176022	310226
3620	176090	310212
3621	176148	310180
3622	176208	310152
3623	176267	310121
3624	176319	310078
3625	176374	310041
3626	176422	309992
3627	176472	309945
3628	176522	309898
3629	176567	309844
3630	176622	309807
3631	176678	309770
3632	176756	309773
3633	176840	309787
3634	176902	309761
3635	176982	309767
3636	177044	309743
3637	177093	309694
3638	177148	309657
3639	177211	309632
3640	177266	309596
3641	177318	309553
3642	177368	309506
3643	177419	309461
3644	177484	309441
3645	177533	309393
3646	177585	309349
3647	177643	309317
3648	177700	309283
3649	177750	309237
3650	177807	309203
3651	177858	309158
3652	177907	309110
3653	177988	309117
3654	178042	309078
3655	178093	309032
3656	178142	308984
3657	178190	308935
3658	178239	308886
3659	178287	308836
3660	178336	308789
3661	178386	308741
3662	178437	308696
3663	178503	308678
3664	178552	308631
3665	178601	308582
3666	178667	308563
3667	178715	308512
3668	178774	308481
3669	178845	308471
3670	178917	308463
3671	178992	308460
3672	179073	308467
3673	179134	308438
3674	179184	308391
3675	179240	308356
3676	179304	308333
3677	179429	308415
3678	179501	308406
3679	179554	308365
3680	179611	308330
3681	179663	308286
3682	179712	308238
3683	179765	308197
3684	179844	308200
3685	179917	308193
3686	179981	308170
3687	180067	308185
3688	180168	308224
3689	180215	308173
3690	180275	308143
3691	180360	308156
3692	180448	308174
3693	180492	308116
3694	180534	308056
3695	180604	308043
3696	180698	308071
3697	180765	308054
3698	180836	308043
3699	180936	308080
3700	181034	308114
3701	181076	308055
3702	181162	308069
3703	181277	308132
3704	181336	308100
3705	181386	308054
3706	181426	307988
3707	181465	307924
3708	181507	307863
3709	181562	307823
3710	181611	307776
3711	181712	307814
3712	181796	307825
3713	181862	307805
3714	181934	307795
3715	182036	307835
3716	182153	307901
3717	182204	307856
3718	182249	307799
3719	182291	307739
3720	182330	307674
3721	182371	307610
3722	182409	307543
3723	182447	307475
3724	182483	307405
3725	182519	307333
3726	182553	307260
3727	182589	307189
3728	182626	307120
3729	182670	307062
3730	182725	307024
3731	182762	306954
3732	182805	306895
3733	182849	306839
3734	182887	306770
3735	182921	306697
3736	182960	306630
3737	182996	306561
3738	183041	306505
3739	183081	306441
3740	183118	306372
3741	183156	306304
3742	183192	306234
3743	183229	306165
3744	183265	306095
3745	183302	306026
3746	183337	305954
3747	183388	305908
3748	183449	305880
3749	183521	305869
3750	183573	305825
3751	183612	305759
3752	183648	305689
3753	183685	305620
3754	183734	305571
3755	183792	305537
3756	183845	305495
3757	183894	305446
3758	183931	305377
3759	183967	305308
3760	184002	305235
3761	184041	305169
3762	184086	305115
3763	184144	305081
3764	184209	305059
3765	184275	305038
3766	184324	304989
3767	184372	304938
3768	184422	304891
3769	184479	304856
3770	184552	304847
3771	184616	304822
3772	184661	304766
3773	184700	304702
3774	184737	304633
3775	184776	304567
3776	184813	304500
3777	184851	304433
3778	184889	304365
3779	184928	304299
3780	184965	304231
3781	185004	304166
3782	185054	304120
3783	185134	304121
3784	185203	304105
3785	185241	304039
3786	185280	303972
3787	185319	303907
3788	185361	303847
3789	185398	303780
3790	185436	303713
3791	185474	303646
3792	185513	303581
3793	185551	303514
3794	185589	303446
3795	185628	303382
3796	185666	303316
3797	185704	303248
3798	185743	303183
3799	185780	303115
3800	185818	303048
3801	185857	302984
3802	185903	302930
3803	185942	302865
3804	185980	302799
3805	186018	302732
3806	186060	302672
3807	186100	302608
3808	186140	302545
3809	186178	302478
3810	186218	302415
3811	186258	302352
3812	186299	302290
3813	186342	302232
3814	186383	302170
3815	186423	302108
3816	186461	302041
3817	186500	301975
3818	186538	301910
3819	186577	301845
3820	186617	301781
3821	186657	301719
3822	186694	301650
3823	186732	301584
3824	186771	301519
3825	186810	301455
3826	186846	301386
3827	186887	301324
3828	186927	301261
3829	186964	301194
3830	187003	301129
3831	187042	301064
3832	187079	300996
3833	187119	300933
3834	187158	300869
3835	187198	300805
3836	187236	300739
3837	187272	300670
3838	187308	300601
3839	187358	300554
3840	187412	300513
3841	187498	300524
3842	187595	300553
3843	187653	300519
3844	187694	300457
3845	187734	300395
3846	187772	300328
3847	187809	300261
3848	187846	300193
3849	187890	300136
3850	187926	300067
3851	187964	300001
3852	187999	299931
3853	188038	299867
3854	188077	299801
3855	188115	299735
3856	188152	299668
3857	188201	299619
3858	188241	299556
3859	188280	299492
3860	188317	299425
3861	188360	299366
3862	188400	299305
3863	188439	299240
3864	188478	299176
3865	188523	299121
3866	188560	299053
3867	188595	298983
3868	188631	298914
3869	188669	298848
3870	188702	298775
3871	188740	298708
3872	188778	298643
3873	188816	298577
3874	188862	298524
3875	188898	298456
3876	188935	298389
3877	188972	298321
3878	189013	298259
3879	189049	298191
3880	189085	298123
3881	189125	298060
3882	189162	297992
3883	189201	297928
3884	189238	297862
3885	189279	297801
3886	189317	297736
3887	189367	297688
3888	189403	297619
3889	189441	297554
3890	189481	297492
3891	189516	297422
3892	189552	297353
3893	189590	297287
3894	189641	297242
3895	189687	297190
3896	189727	297127
3897	189767	297064
3898	189804	296997
3899	189842	296933
3900	189880	296867
3901	189917	296800
3902	189954	296734
3903	189992	296668
3904	190032	296606
3905	190069	296539
3906	190108	296475
3907	190145	296409
3908	190185	296346
3909	190221	296279
3910	190256	296209
3911	190299	296150
3912	190352	296108
3913	190410	296074
3914	190464	296034
3915	190517	295993
3916	190581	295968
3917	190639	295934
3918	190688	295885
3919	190726	295820
3920	190762	295752
3921	190800	295687
3922	190846	295634
3923	190882	295566
3924	190920	295500
3925	190956	295432
3926	190992	295364
3927	191030	295299
3928	191067	295233
3929	191103	295165
3930	191139	295096
3931	191183	295041
3932	191245	295012
3933	191281	294944
3934	191317	294877
3935	191357	294815
3936	191404	294764
3937	191443	294700
3938	191480	294634
3939	191515	294564
3940	191551	294496
3941	191586	294426
3942	191621	294358
3943	191661	294295
3944	191698	294229
3945	191735	294162
3946	191770	294094
3947	191806	294025
3948	191843	293959
3949	191878	293890
3950	191916	293824
3951	191950	293754
3952	191987	293687
3953	192026	293625
3954	192061	293555
3955	192096	293486
3956	192136	293425
3957	192173	293358
3958	192210	293292
3959	192258	293243
3960	192304	293190
3961	192346	293131
3962	192381	293062
3963	192426	293008
3964	192461	292938
3965	192500	292876
3966	192535	292807
3967	192572	292740
3968	192610	292676
3969	192647	292611
3970	192683	292542
3971	192719	292474
3972	192755	292408
3973	192790	292338
3974	192827	292273
3975	192864	292207
3976	192902	292142
3977	192938	292075
3978	192972	292005
3979	193011	291941
3980	193047	291874
3981	193086	291811
3982	193128	291753
3983	193165	291687
3984	193200	291619
3985	193237	291553
3986	193277	291492
3987	193315	291427
3988	193354	291365
3989	193392	291300
3990	193428	291233
3991	193465	291168
3992	193505	291106
3993	193542	291040
3994	193579	290974
3995	193617	290910
3996	193653	290843
3997	193690	290777
3998	193726	290710
3999	193770	290655
4000	193808	290591
4001	193845	290525
4002	193879	290456
4003	193915	290388
4004	193967	290346
4005	194004	290279
4006	194041	290214
4007	194079	290150
4008	194115	290084
4009	194167	290040
4010	194208	289980
4011	194246	289917
4012	194288	289858
4013	194329	289799
4014	194366	289733
4015	194403	289668
4016	194441	289605
4017	194479	289541
4018	194526	289490
4019	194564	289426
4020	194603	289364
4021	194642	289301
4022	194681	289239
4023	194717	289172
4024	194761	289118
4025	194801	289057
4026	194839	288993
4027	194877	288929
4028	194915	288866
4029	194955	288804
4030	195000	288751
4031	195050	288705
4032	195091	288646
4033	195133	288588
4034	195176	288532
4035	195217	288472
4036	195268	288429
4037	195314	288376
4038	195363	288329
4039	195406	288272
4040	195448	288215
4041	195489	288155
4042	195535	288104
4043	195574	288042
4044	195613	287980
4045	195657	287925
4046	195694	287859
4047	195737	287803
4048	195779	287746
4049	195816	287681
4050	195854	287617
4051	195892	287554
4052	195928	287488
4053	195967	287425
4054	196005	287362
4055	196043	287298
4056	196080	287233
4057	196117	287168
4058	196154	287103
4059	196193	287041
4060	196228	286973
4061	196275	286924
4062	196319	286869
4063	196363	286814
4064	196405	286757
4065	196476	286741
4066	196522	286690
4067	196567	286636
4068	196612	286584
4069	196656	286529
4070	196702	286476
4071	196747	286424
4072	196799	286380
4073	196847	286332
4074	196900	286290
4075	196946	286239
4076	196992	286187
4077	197040	286138
4078	197083	286082
4079	197127	286028
4080	197177	285982
4081	197226	285935
4082	197275	285886
4083	197323	285839
4084	197372	285791
4085	197419	285741
4086	197465	285689
4087	197512	285639
4088	197559	285589
4089	197607	285539
4090	197655	285492
4091	197705	285446
4092	197755	285399
4093	197808	285358
4094	197867	285324
4095	197915	285276
4096	197967	285233
4097	198016	285186
4098	198066	285140
4099	198128	285112
4100	198200	285097
4101	198245	285044
4102	198286	284985
4103	198332	284934
4104	198377	284881
4105	198435	284846
4106	198487	284803
4107	198542	284764
4108	198593	284719
4109	198642	284672
