iter	Logloss
1012	0.2141940525
1013	0.2141697449
1014	0.2141582357
1015	0.2141384059
1016	0.2141225605
1017	0.2139967979
1018	0.2139606484
1019	0.21390152
1020	0.2138727957
1021	0.2138249966
1022	0.213813589
1023	0.2137300592
1024	0.2136651598
1025	0.2136538348
1026	0.2136419637
1027	0.213501661
1028	0.2134786889
1029	0.2134537637
1030	0.2133824538
1031	0.2133304122
1032	0.2132590582
1033	0.2132434622
1034	0.2132162912
1035	0.213141472
1036	0.2131174887
1037	0.2130857645
1038	0.2130240628
1039	0.2129737099
1040	0.2129172275
1041	0.2128653545
1042	0.2128443377
1043	0.2127735956
1044	0.2127264569
1045	0.2126685073
1046	0.2126293958
1047	0.2125822085
1048	0.2125391808
1049	0.2124745437
1050	0.2124274783
1051	0.2123607208
1052	0.2123093506
1053	0.2121810317
1054	0.2121282783
1055	0.2121117426
1056	0.2121002767
1057	0.2120883179
1058	0.2120553611
1059	0.2120227519
1060	0.211965455
1061	0.2119230259
1062	0.2119051493
1063	0.2118917079
1064	0.2118635752
1065	0.2118122324
1066	0.211800022
1067	0.2117439366
1068	0.2117040251
1069	0.2116690887
1070	0.211662117
1071	0.2115664454
1072	0.211465188
1073	0.2114580781
1074	0.2113975495
1075	0.2113631105
1076	0.2113490071
1077	0.211334129
1078	0.2113051227
1079	0.2112763904
1080	0.2112502501
1081	0.2112391573
1082	0.2112135595
1083	0.2112007128
1084	0.2111273252
1085	0.2111091554
1086	0.2110634186
1087	0.2110165293
1088	0.2110054733
1089	0.2108619518
1090	0.2107816279
1091	0.2106722362
1092	0.2105108705
1093	0.2104026867
1094	0.2102725131
1095	0.2101904597
1096	0.210099218
1097	0.2100272493
1098	0.2099747792
1099	0.2099388324
1100	0.2098852266
1101	0.2098442148
1102	0.2097912997
1103	0.2097767458
1104	0.2097395953
1105	0.2097260297
1106	0.2097007553
1107	0.2096756556
1108	0.2096653321
1109	0.2096535388
1110	0.2096412131
1111	0.2096165616
1112	0.2095799634
1113	0.2095374176
1114	0.2095198763
1115	0.2095046325
1116	0.209442674
1117	0.2094310633
1118	0.2094191119
1119	0.2093685061
1120	0.2092950913
1121	0.2092595078
1122	0.2092438039
1123	0.2092160223
1124	0.2091825206
1125	0.2091448469
1126	0.2091240953
1127	0.2091117826
1128	0.2090912838
1129	0.2090763166
1130	0.2089721404
1131	0.2088529788
1132	0.2088144021
1133	0.2087203829
1134	0.2086477168
1135	0.2086334227
1136	0.2085945945
1137	0.2085818468
1138	0.2084763134
1139	0.208450222
1140	0.2084106043
1141	0.2083652935
1142	0.2083289239
1143	0.2083045926
1144	0.2082308004
1145	0.2082212686
1146	0.2082098116
1147	0.2081897049
1148	0.2081230683
1149	0.2080884307
1150	0.2080563503
1151	0.2080484661
1152	0.2079825916
1153	0.2079611081
1154	0.2079399546
1155	0.2079214875
1156	0.207844155
1157	0.2078033626
1158	0.2077848022
1159	0.2077399627
1160	0.2076966976
1161	0.2076000105
1162	0.2075144684
1163	0.2074853984
1164	0.2074606129
1165	0.2074470925
1166	0.2074176925
1167	0.2073827675
1168	0.2073466009
1169	0.2073389669
1170	0.2073259727
1171	0.2073121929
1172	0.2073025192
1173	0.2071890389
1174	0.2071720042
1175	0.2071381622
1176	0.2071100931
1177	0.2070665215
1178	0.2070435803
1179	0.2069864
1180	0.2069475785
1181	0.2069348503
1182	0.2069045897
1183	0.206832407
1184	0.2067616597
1185	0.2066878777
1186	0.2065584311
1187	0.2064525662
1188	0.2063092173
1189	0.2062107072
1190	0.2061838629
1191	0.2061546322
1192	0.2061123077
1193	0.2060820488
1194	0.2060231755
1195	0.2059987742
1196	0.2059687402
1197	0.205939413
1198	0.2059288643
1199	0.2059151615
1200	0.2059029245
1201	0.2058931097
1202	0.205847348
1203	0.2058303029
1204	0.2057990647
1205	0.2057598943
1206	0.2057399032
1207	0.2056782207
1208	0.2056544739
1209	0.2056315076
1210	0.2056061244
1211	0.2055922205
1212	0.2055195748
1213	0.2054913526
1214	0.2054690925
1215	0.2054427501
1216	0.2054219263
1217	0.2053938078
1218	0.2053420583
1219	0.2053170574
1220	0.20530919
1221	0.2052974785
1222	0.2052827192
1223	0.2052704481
1224	0.2052618619
1225	0.2052373777
1226	0.2052051848
1227	0.2051863111
1228	0.2050809956
1229	0.2049760885
1230	0.2048599333
1231	0.2047770393
1232	0.204765465
1233	0.204686922
1234	0.2045785022
1235	0.2045680435
1236	0.204539383
1237	0.204518153
1238	0.2044327492
1239	0.2044076594
1240	0.2043708148
1241	0.2043546421
1242	0.2043443604
1243	0.2043325246
1244	0.2043065108
1245	0.2042828541
1246	0.2042594011
1247	0.2042399453
1248	0.2042297017
1249	0.2041957817
1250	0.2041737188
1251	0.2041601123
1252	0.2041519289
1253	0.204142454
1254	0.20410148
1255	0.2040910176
1256	0.2040779112
1257	0.2040560181
1258	0.2040366015
1259	0.2039775422
1260	0.2039648538
1261	0.2038685161
1262	0.2037768634
1263	0.2036959849
1264	0.2036682762
1265	0.203654896
1266	0.2036379858
1267	0.2035888064
1268	0.2035584574
1269	0.2035460252
1270	0.2035314944
1271	0.2034615805
1272	0.2034484673
1273	0.2034255098
1274	0.2034105039
1275	0.2033900138
1276	0.2033674427
1277	0.2033428659
1278	0.2033310226
1279	0.2033198317
1280	0.2033043619
1281	0.2032918183
1282	0.2032800019
1283	0.2032609984
1284	0.2032496335
1285	0.2032260935
1286	0.2031939949
1287	0.203169817
1288	0.2031597839
1289	0.2031495364
1290	0.2031385338
1291	0.2031240691
1292	0.2030686387
1293	0.2030495698
1294	0.2030269122
1295	0.2029864996
1296	0.2029695082
1297	0.2029460875
1298	0.2029281285
1299	0.2029195278
1300	0.2029104071
1301	0.2028871396
1302	0.2028760301
1303	0.2028568759
1304	0.2028475069
1305	0.2028376522
1306	0.2028329296
1307	0.2027411618
1308	0.2027178104
1309	0.202698156
1310	0.2026632365
1311	0.2026394424
1312	0.2026305019
1313	0.2026236507
1314	0.202605302
1315	0.2025751258
1316	0.2025673238
1317	0.2025596997
1318	0.20253252
1319	0.2025241284
1320	0.2025153775
1321	0.2024282173
1322	0.202418217
1323	0.2023985576
1324	0.2023761573
1325	0.2023688957
1326	0.2022935685
1327	0.2022832081
1328	0.2022291385
1329	0.2022142286
1330	0.2021918296
1331	0.2021856085
1332	0.2021556408
1333	0.202133499
1334	0.2021144291
1335	0.2020975989
1336	0.2020014099
1337	0.2019832411
1338	0.2019612309
1339	0.2019491043
1340	0.2019216658
1341	0.2018911148
1342	0.201816644
1343	0.2017655945
1344	0.2017562409
1345	0.2017483073
1346	0.2017404999
1347	0.2017221583
1348	0.2017141753
1349	0.2016955274
1350	0.2016249641
1351	0.2016119146
1352	0.2015694922
1353	0.2015128055
1354	0.2014820021
1355	0.201465266
1356	0.2014039205
1357	0.2013582848
1358	0.2013483549
1359	0.2013358785
1360	0.2013012491
1361	0.2012919252
1362	0.2012672005
1363	0.201256474
1364	0.2012465882
1365	0.2012371763
1366	0.2012249875
1367	0.2012135198
1368	0.2012044716
1369	0.2011937622
1370	0.2011879671
1371	0.2011114759
1372	0.2010857969
1373	0.2010137643
1374	0.2009891724
1375	0.200964644
1376	0.2009514686
1377	0.2009252669
1378	0.2009133888
1379	0.200893665
1380	0.2008618556
1381	0.2008439802
1382	0.2008341955
1383	0.2008216831
1384	0.2007748068
1385	0.2007645262
1386	0.2007513028
1387	0.2007251848
1388	0.2006943776
1389	0.2006861463
1390	0.200679732
1391	0.2006635024
1392	0.2006545658
1393	0.2006468244
1394	0.2006298909
1395	0.2006139091
1396	0.2005657872
1397	0.2005449744
1398	0.2005030573
1399	0.2004865503
1400	0.2004160177
1401	0.2003566534
1402	0.2003310117
1403	0.2003185928
1404	0.2003049388
1405	0.200282342
1406	0.2002743472
1407	0.2002538897
1408	0.200246687
1409	0.2002099927
1410	0.2002009451
1411	0.2001944402
1412	0.2001854464
1413	0.2001628623
1414	0.2001410784
1415	0.2000957878
1416	0.2000840323
1417	0.2000451474
1418	0.2000321313
1419	0.2000216677
1420	0.2000116147
1421	0.1999723049
1422	0.1999531005
1423	0.1999436051
1424	0.1999184613
1425	0.1999061358
1426	0.1998928282
1427	0.1998834203
1428	0.1998752793
1429	0.1998556531
1430	0.19980734
1431	0.1997971355
1432	0.1997597504
1433	0.1997420852
1434	0.199726374
1435	0.1997114812
1436	0.1996959007
1437	0.1996872265
1438	0.1996796987
1439	0.1996440125
1440	0.1996164341
1441	0.1995993857
1442	0.1995691341
1443	0.1995509575
1444	0.1995294252
1445	0.1995207867
1446	0.1995134841
1447	0.1994873014
1448	0.1994636745
1449	0.1994538024
1450	0.1994442168
1451	0.1994243147
1452	0.1994198629
1453	0.199398821
1454	0.199393006
1455	0.1993735681
1456	0.1993684807
1457	0.1993452422
1458	0.1993354011
1459	0.1993110273
1460	0.1993027573
1461	0.1992893661
1462	0.1992767898
1463	0.1992537278
1464	0.1992416
1465	0.1992336032
1466	0.1992256569
1467	0.1992100276
1468	0.1991939736
1469	0.1991616242
1470	0.1991498344
1471	0.1991225436
1472	0.1991121629
1473	0.1990823309
1474	0.199066635
1475	0.1990350154
1476	0.1990207676
1477	0.1990132754
1478	0.1989756955
1479	0.1989623265
1480	0.1988871035
1481	0.1988575802
1482	0.198817335
1483	0.1988097085
1484	0.1987821758
1485	0.1987411566
1486	0.1986917963
1487	0.1986447455
1488	0.1986211464
1489	0.1985981849
1490	0.1985537339
1491	0.1985166825
1492	0.198504783
1493	0.1984739223
1494	0.1984397772
1495	0.1984168889
1496	0.1983963984
1497	0.1983748979
1498	0.1983652922
1499	0.1983540526
1500	0.1983195535
1501	0.198289627
1502	0.1982795837
1503	0.1982520817
1504	0.1982077145
1505	0.1981878221
1506	0.1981549568
1507	0.1981181421
1508	0.1980901444
1509	0.1980580044
1510	0.1980504492
1511	0.1980298127
1512	0.1979612712
